inchikey,partition,fold,representation,algorithm,label,y_true,y_pred
UTZJMYCMNMRQMT-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.47,5.768133163452148
UUNIDFJRGJIJRR-KNQAVFIVSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.92,7.577112197875977
UVBNFRHQCIVIHZ-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.41,5.973783493041992
UVOLYTDXHDXWJU-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.43,5.893857955932617
UVSNLHFJAUUNSA-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.92,6.158751487731934
UWDLUBUGDCCBFZ-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.04,6.667605876922607
UWMCTQWPZDKBJF-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.51,5.924114227294922
UXBMNEVNXIVWQJ-UKRRQHHQSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.12,7.23046350479126
UXGWCMBTDPTQJV-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.75,5.614534378051758
UYKCJYVCQPMHNT-HWWDLCQESA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.85,7.140573978424072
UZJUTLNJTZTLIT-DZGCQCFKSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.755000000000001,7.949319362640381
UZYVKXQRCHHNOU-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.8,6.823692321777344
VAMUXLNWFXEYKM-HDMKZQKVSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.994999999999999,7.149329662322998
VAQHWBGAUVOQKD-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.9,6.982094764709473
VATHVJGDHKTADD-WCQYABFASA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.695,7.477365016937256
VAUMAOIZDODPOE-WCQYABFASA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.440000000000001,7.791930675506592
VAUVHMUBXCTTST-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.27,7.058046340942383
VAYDAGLRIHWYGW-QMMMGPOBSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.7,7.613579273223877
VBAQWZDXFYJLPZ-KDOFPFPSSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.65,7.5292229652404785
VBARHQQFLPIUTB-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,4.7,5.43174934387207
VBECZLUYZDGVPW-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.42,6.795053958892822
VBGLYOIFKLUMQG-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.54,6.450434684753418
VBHUAEAMIBSWPP-BXHXUVEDSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.19,7.052384376525879
VCXGBNHNTXKUCT-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.92,6.732519626617432
VDBSUBROLBYPGD-HDMKZQKVSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.97,7.493651866912842
VDBSUBROLBYPGD-VKJFTORMSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.6,7.360213756561279
VDCOJMKBACDIHW-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.58,5.7551398277282715
VDIXOYLZZZHDQJ-LBPRGKRZSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.75,7.574061393737793
VEKRDFXHKYPUDM-JYAVWHMHSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.335,7.080327987670898
VEMZHLOZTPSJFN-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.95,7.27729606628418
VFSLVUVIVLWMRP-QHCPKHFHSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.1,6.8946027755737305
VHFMFACYDKNZNT-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.92,6.4600443840026855
VHMBOLLMTSJADJ-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.48,7.373031139373779
VHUHAUBXPXCHGU-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.36,6.564563751220703
VHXGUMGNAHRKJN-GTPINHCMSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.15,8.180492401123047
VIBZVCTVDABVAD-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.52,8.074109077453613
VIGYQGXGPVTFTN-IPVJXJPOSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.82,7.280431270599365
VIJLKGFAZJGZBA-JYAVWHMHSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.33,6.903101921081543
VIKBLYZHPHWKGJ-CVEARBPZSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.79,7.303474426269531
VILMMYYNTBYFJR-WOSRLPQWSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.485,6.837835788726807
VILMMYYNTBYFJR-WWGRRREGSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.869999999999999,7.058495998382568
VJCDMKPFUPJSKB-JOYOIKCWSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.09,7.206784248352051
VJONDNDXWADLLZ-XVAYZXCPSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.47,6.954424858093262
VJUMGXLZSHPUNN-NQZBTDCJSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.21,7.185013771057129
VJXIKTQSMMQMOO-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.3,7.5619964599609375
VKEJLWJCORBCGU-FOLVSLTJSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.19,6.895500183105469
VKGALBIMDXIQFI-LBPRGKRZSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.12,7.192074775695801
VKKOCICLFSXEBL-ATCWAGBWSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.01,7.492018222808838
VKWXCYKBWXMGFK-HKUYNNGSSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.58,7.174741744995117
VLDNGTWOASGEFF-MNZLEMJZSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.98,7.7830491065979
VMAXALUQDNFBND-WOSRLPQWSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.02,6.882969856262207
VMAXALUQDNFBND-WWGRRREGSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.68,6.785166263580322
VMBJLCVTNLJTJY-SMDDNHRTSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.065,7.141068935394287
VMNVUJVEHZEIDG-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.55,5.818811893463135
VMPWGDIXDVYPGX-MQMHXKEQSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.23,7.396221160888672
VNGNWQRJLQMWOH-NNGSBXSVSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.3,8.386301040649414
VNJLGYMVCORAFF-ZLPCBKJTSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.66,7.906442165374756
VNQKLEKERUCARK-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.14,7.433295726776123
VOGVDBAXZDBCON-GXTWGEPZSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.790000000000001,7.656052112579346
VOMFXUVVWBXJSA-LBPRGKRZSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.09,7.293537616729736
VPDMFKCWLDVZER-MWTRTKDXSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.6,7.340807914733887
VPEVJZHGWCCMBL-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,4.69,5.6584625244140625
VPKMJOYLVJNYJL-NQIIRXRSSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.11,7.438031196594238
VPRQKNRUPOPQIY-ZLPCBKJTSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.1,8.244473457336426
VPUPKQJXPYSPGR-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.6,5.654940605163574
VPYNPZTUFWXLRA-BEFAXECRSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.54,7.262322902679443
VQFGKTDMHDUGMB-QHCPKHFHSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.01,7.312780857086182
VRGTYOISGMRJHU-WMLDXEAASA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.04,6.986783027648926
VRIIXYBJLRKPFF-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.65,5.7441301345825195
VSBSCGNEPYTOEU-INIZCTEOSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.15,6.950222492218018
VSBSCGNEPYTOEU-MRXNPFEDSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.48,6.981680870056152
VSCCSUZOKQGWHC-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.09,6.840758800506592
VSHDIFLHXQISHJ-IYVRIMFBSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.77,7.044350624084473
VSNLJSZHSKJANJ-SWLSCSKDSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.135,7.8637309074401855
VSOGEYDZUOFVFT-WCQYABFASA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.280000000000001,8.059028625488281
VSTBRXGRZBGLGG-CVEARBPZSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.39,6.9044365882873535
VTGKGYFBEZNAEB-RBUKOAKNSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.17,6.880074977874756
VTNRBCCGYCMWJN-QAPCUYQASA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.85,7.429625034332275
VTRQWSXLXNAIDP-CVEARBPZSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.45,6.906437397003174
VTSOGNSWENHMHJ-ZDUSSCGKSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.64,7.928709506988525
VTWUTVSNVHXAAN-QFIPXVFZSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.92,7.268435955047607
VULWTIVIQWVISE-ZDUSSCGKSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.7,7.5112504959106445
VUNVEPXLRREAJZ-QFIPXVFZSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.07,7.3878631591796875
VURKFVAAAJRATF-QHCPKHFHSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.09,7.378716945648193
VUXIUBYPGSGYOG-NSHDSACASA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.7,7.500455379486084
VVCPLJSSXGMPAM-JTQLQIEISA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.66,7.93306303024292
VVHXXMHMQYUMOB-CSKARUKUSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,4.49,5.107552528381348
VXOZSZSKUPUEEM-DEOSSOPVSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.05,7.193414688110352
VXQNLHFXPSARMB-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.6,7.8763628005981445
VXQZDEWJIDRLFT-FHERZECASA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.7,7.877987861633301
VYLZSBLGYLCVCW-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.04,7.046884536743164
VZODASFOEMYPIW-ZLPCBKJTSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.4,8.15131950378418
VZQJQNIXPKBELC-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.27,7.847548961639404
WANOURMQWPDLQC-CZIWCDLHSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.31,7.555345058441162
WAPBFSGWBDTJBA-DEOSSOPVSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.31,7.19687032699585
WAQZJHCNMYVEFU-SHTZXODSSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.91,7.740429401397705
WAYMWUNFXOUAAZ-NFOMZHRRSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.7,8.585370063781738
WAZNEQRWKNTWPH-KEKNWZKVSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.03,7.477047920227051
WBVIPJUKXQYVQJ-CHBKHGQFSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.34,5.0562424659729
WDDRIHJTMRONAI-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.54,8.277115821838379
WDMXXUBLSSBLHB-XLIONFOSSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.64,7.515121936798096
WEALJYMFDYMJHE-SMDDNHRTSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.635,7.626935958862305
WEDVMUWMFDQGFT-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.3,6.366556167602539
WEFIFVXGXRGPEV-RUYXUALKSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.395,7.134616851806641
WEUURVDRAOHVLV-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.68,6.796105861663818
WFRBOQVBZZCYFX-AWEZNQCLSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.52,7.89861536026001
WHCSBGLJMIAOLK-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.96,5.8554816246032715
WHEWGFMWWBERPN-LBPRGKRZSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.0,7.526931285858154
WHIUHQPWEZUUHM-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.92,7.191250801086426
WHMQPBBEQUUJIS-UXHICEINSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.28,7.149921417236328
WHNBDATYZDNLNU-UZLBHIALSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.64,6.71909761428833
WHRUWUNTYKZUED-QRWLVFNGSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.48,7.474945545196533
WJDFEEOHLQQEHJ-MNZLEMJZSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.105,7.272789478302002
WJPADCWRQZUXDF-JEYLPNPQSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.22,8.3231782913208
WJZDKUCGKVPPTC-ZDUSSCGKSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.77,7.986591339111328
WJZXCEKQIHMNMF-QAQDUYKDSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.59,7.188997745513916
WKEBOVLUILWQBJ-JEYLPNPQSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.1,8.072307586669922
WKEGRPVOXGQXBX-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.33,6.9164886474609375
WKUPALPZCCQPCO-GXTWGEPZSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.54,7.723202705383301
WLECDKWIOLJXDF-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.4,8.40390682220459
WLIICQUGYWLQHL-MISXGVKJSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.87,7.134079933166504
WLLMEIDDRLNDDG-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.24,7.344737529754639
WMBOCUXXNSOQHM-FLIBITNWSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,4.64,5.579094886779785
WMCARGAXENGYJD-QMMMGPOBSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.96,7.402401447296143
WMQGYUJRYHBKTK-OOHWJJMZSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.4,8.281256675720215
WNGOEYHEIHEHSY-NSHDSACASA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.07,8.252394676208496
WNIFMMBGRDWVSC-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.42,6.783890724182129
WOIUQWYXFIXJME-GXTWGEPZSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.82,7.396442413330078
WOKJMDDDXREZDG-ZDUSSCGKSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.7,7.588517189025879
WPNNDKHQYVORDG-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.91,6.292738914489746
WPTBYMVYHGHIDZ-CTYIDZIISA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.34,7.323385238647461
WPTCSNGQXKAVFR-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.88,6.044774532318115
WPWRLCNFHLWQGC-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.32,7.4015936851501465
WQGVDODKSWKQSI-WMLDXEAASA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.92,7.898138523101807
WRDLKTQRPOZITC-QWPOMPHKSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.24,5.905039310455322
WRJCSDBKLNHRAA-UKRRQHHQSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.08,7.175066947937012
WRZHLIPHQKQFBS-LBPRGKRZSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.64,7.661322116851807
WSCIGUKLFPKXFX-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.29,6.554829120635986
WSJBTMAJFBDGCQ-HALDLXJZSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.21,7.553664207458496
WSJNOMFLZGTWKZ-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.51,6.504020690917969
WSKZYWSLEMVSGM-GXTWGEPZSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.27,7.5322394371032715
WTGZNWPLWZWQKH-GOEBONIOSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.914999999999999,7.365583419799805
WTULWADTNMDTBI-LAQFHYBYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.439999999999999,7.173892498016357
WVCGIOBBHJGFNT-AEFFLSMTSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.7,6.279831886291504
WVKCCUFMMHZVRZ-QFIPXVFZSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.35,7.329748630523682
WVPZXHRZPLFNOG-GCJKJVERSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.07,7.25193977355957
WVSRIYBLNXSMHQ-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.08,6.758350372314453
WWMLUCZLWNRNST-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.35,5.5628533363342285
WWXUELOIDKMRSB-HSQYWUDLSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.1,7.154056072235107
WXHSFVIZINIMIS-LAQFHYBYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.484999999999999,7.531530857086182
WXUGHBCPMLOGEV-WCQYABFASA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.675,7.454193115234375
WYUJVHUKAKUWIA-ZDUSSCGKSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.48,7.4780988693237305
WYUPYGSKFFBOSP-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.39,7.568177700042725
WYXGQTJNYMMMLO-YJYMSZOUSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.48,6.9807820320129395
WZFVQGWXJBTVEA-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.38,7.69081974029541
WZQMWEAVTLSMOF-HBYGRHMLSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.015,7.440885066986084
WZRMLPCUQNQCPB-LBPRGKRZSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.3,8.053232192993164
WZUBEZISDJUWBT-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.84,6.099720478057861
XAPDVOAYLTUITQ-GOEBONIOSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.305,7.265007972717285
XAQVIFGRTKIRES-SHTZXODSSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.17,7.465628147125244
XATNITDFSRCWBI-HALDLXJZSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.235,7.199049472808838
XAUSPLMRLISGMX-DZGCQCFKSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.460000000000001,5.730596542358398
XBAHUCXUJNKOON-VIKVFOODSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.8100000000000005,6.985170841217041
XBDHVGWQURBFBB-VIKVFOODSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.255,7.692416667938232
XBVPSHSACOJVOQ-BFYDXBDKSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.65,7.335646152496338
XBWKDGVOHTXIQZ-KWUMSVIQSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.17,7.054708003997803
XCCZAIUWVCKNCM-ATCWAGBWSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.83,7.575699329376221
XCKMEJHQIGJSCX-NNGSBXSVSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.4,8.284317970275879
XCZDOORZBGHHNA-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.25,7.97294282913208
XCZHKBOHEHELPS-NHAGDIPZSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.11,6.780346393585205
XEAVDNWRYBZHOZ-UHFFFAOYSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.19,7.6656036376953125
XEQNNSKBWZVZOZ-JPYJTQIMSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,5.57,6.981084823608398
XFAKQJSOOQVAHX-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.0,6.3400702476501465
XFEQHDMOKHJBAP-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.04,8.190272331237793
XFZJKVPNNLXVDR-IGEOTXOUSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.52,8.212958335876465
XGHHYTJFVHPJRP-ZLPCBKJTSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.22,8.236808776855469
XGOIBVXKMMOVSQ-UHFFFAOYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.87,6.548175811767578
XGOLSZDFWDNITO-PKOBYXMFSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.54,6.437283992767334
XGTNKOQJOGMILW-HAQNSBGRSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.52,7.566844940185547
XGTQXOATUIFTGC-WMLDXEAASA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.52,8.24440860748291
XGTQXOATUIFTGC-YOEHRIQHSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.4,8.36686897277832
XHJBOXFNVSPYJI-KNQAVFIVSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.54,7.266768932342529
XHWHHZLLSITQCM-FOLVSLTJSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.12,6.811121463775635
XIEDEBMSVCTSFI-HNNXBMFYSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,9.0,8.291661262512207
XIHLXICJADAAMG-UHFFFAOYSA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.59,6.08952522277832
XIHULXIDONOQSG-HNNXBMFYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.55,7.2264251708984375
XIJYTOIFEYRXLS-SMDDNHRTSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.635,7.887152194976807
XIOJQBVKDSTRPK-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.08,6.95589017868042
XIPWBPDWHQJWKK-IBGZPJMESA-N,1,4,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.7,6.982711315155029
XJDHXLWQTXVSFO-VYDXJSESSA-N,1,3,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.254999999999999,7.503578186035156
XJJNUZPFNULXJQ-SWLSCSKDSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.48,7.48054838180542
XKSIOBPDRWKTCJ-ZLPCBKJTSA-N,1,1,MolFormer-Mean,XGB,XGB + MolFormer-Mean,8.4,8.47258186340332
XLGLEMZUTPMKLM-UHFFFAOYSA-N,1,2,MolFormer-Mean,XGB,XGB + MolFormer-Mean,7.38,7.3308491706848145
XLYRIZJMZGOPTK-UHFFFAOYSA-N,1,0,MolFormer-Mean,XGB,XGB + MolFormer-Mean,6.6,6.8069939613342285
