inchikey,scaffold,partition,fold
HNEVLTMGONUBIF-UHFFFAOYSA-N,O=C1NC2=C(C(=O)c3ccccc32)C(c2ccccc2)N1,2,1
HNSCERNLYMZCPA-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1csc(-c2cccnc2)n1,2,0
HOGBUUUQWBIWPK-JAMMHHFISA-N,O=c1[nH]c2nc[nH]c2c(=O)n1CC1CCO1,2,3
HOLHRJJHGIWWPH-UHFFFAOYSA-N,c1ccc(Oc2ncnc3[nH]ccc23)cc1,2,3
HOZKRSNDULRMQU-NZQKXSOJSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
HPKPJVMZLTXAQJ-KRWDZBQOSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,2,3
HQKQCVCHHUAYQS-VIFPVBQESA-N,O=C1NCCc2c1sc1ncn(Cc3nnn(CCc4cccs4)n3)c(=O)c21,2,1
HQNAZTYNJXEWDA-UTKZUKDTSA-N,O=C(NCc1cc(-c2ccccn2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,2,2
HQOTZKAHXGIKLR-KEYYUXOJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,3
HQVKTAXJLJKFMT-ZDUSSCGKSA-N,O=C(CNS(=O)(=O)c1cc2ccccc2o1)NCc1cn(-c2ccccc2)c(=O)[nH]c1=O,2,2
HQVRXJTUSZIFBP-HALDLXJZSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,2,0
HRAPYHSCUKKKMN-UHFFFAOYSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,2,3
HRMFIOUUYUFIRA-RTUWITSCSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,2,3
HRPNHQBVYVNOBG-GTPINHCMSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)cn2)n1,2,3
HSUWVFMQRSTCAD-QLPKVWCKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,0
HTAGBOVZPLQUDC-HWWDLCQESA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,2
HTFLIVOZSFVGEJ-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1,2,4
HUHIIHFGNPALFZ-UOIKSKOESA-N,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,2,2
HVBOOIDXACFGEI-OAHLLOKOSA-N,S=C1Nc2c(oc3ncccc23)C(c2ccccc2)N1,2,1
HVDSOPBAZRASKA-DAXOMENPSA-N,c1ccc(NC2CCCC3CCCCC32)cc1,2,0
HWJFTZKKBTVRHJ-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2cccc(OCc3ccccn3)c2)c2ccccc21,2,0
HWKOCGQYCSKFFR-DZGCQCFKSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,4
HWNSMCOQLBDRFN-UTKZUKDTSA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,2,1
HXWIASAQIZZSJV-RXVVDRJESA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,2,1
HXYKQFXGQHGPRG-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,2,4
HYIWRGKOWKOPHN-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,2,4
HYLZITOBNTZXNO-DZGCQCFKSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccc4ncsc4c3)C2)no1,2,2
HYPBWVFTVULNBT-LAQFHYBYSA-N,O=c1c2cn[nH]c2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,2,0
HYPZUSFAUMAFNR-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccccn1,2,0
HZVARVKQUXVYIG-HAQNSBGRSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,2,4
IAHQHDGHWAXFMV-DPGVGJJJSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,2,4
IAWHXDCOTSCDSA-QLPKVWCKSA-N,O=c1c2ccnn2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,2
IBGTZIUMMBHLKD-ZDVGBALWSA-N,c1ccsc1,2,3
ICQQRJVVVVHYDQ-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,2,4
ICZZSPAOWPLMSA-UHFFFAOYSA-N,O=C(CNC(=O)N1CCc2ccccc2C1)c1ccccc1,2,1
IDLSECJBDCJDSS-APWZRJJASA-N,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
IDPIVZXQDBCGRG-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCC1CN(c2ccccc2)CCO1,2,3
IECBTGJNZAMXMI-NFOMZHRRSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,2,0
IESAJAZKMLPVIB-VXGBXAGGSA-N,c1ccc(NC2CCCCC2)cc1,2,2
IEURSGBEYPEAGJ-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCC2)n1,2,2
IEXGDENLKSBYPG-DIBXZPPDSA-N,O=C(Cc1csc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,2,4
IFCINJLPGSPGOE-YEORSEQZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,2,0
IFFMKKPSJXPRPX-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,2,4
IFOHXEDFEXQIFK-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,2,4
IFSNPBNBYFOKHI-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
IGOGZZUWJQNUTI-AWEZNQCLSA-N,O=c1c2cccnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,2,1
IHBZABBOIFBMSZ-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,2,4
IHDZQGCOLIBPFR-ZDUSSCGKSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cccnc2)n1,2,3
IHTBJQAPPKVYEC-UHFFFAOYSA-N,O=C(Cn1cnc2cnccc2c1=O)NCCc1ccccc1,2,0
IIAWUZTWHPVGRK-JYAVWHMHSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,2,3
IIBDKCBCABDETE-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1CC1,2,3
IIIJRZXOECPBNK-HBYGRHMLSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccncc4)CC32)no1,2,0
IIPLYINRVFDEAS-UHFFFAOYSA-N,O=C(Cn1cnc2ccccc2c1=O)NCCc1ccccc1,2,4
IISOYMVRUVZMSW-VIFPVBQESA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cncnc2)n1,2,1
IJPKZYJDZLPYGH-FHERZECASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,2,4
IKEHUDLUNJCVIH-SMDDNHRTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
IKFZDVUOUYRSJD-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,2,3
IKGNKSVKPPXUGA-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,2,3
IKWFTJKUSSBLMW-APWZRJJASA-N,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,2,1
ILDMVQZTNFZDID-GFCCVEGCSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,2,1
ILDMVQZTNFZDID-LBPRGKRZSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,2,1
ILSIWKXOFBZDGE-YRNVUSSQSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C=Cc2ccccc2)no1,2,4
IMGWVWRMROWQGB-IGEOTXOUSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CC4CC4C3)nc2)n1,2,3
IMIIJHHHGZTGLU-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,2,3
IMLKLPZAGJFMRK-NQIIRXRSSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
IMTJDDGNRNOFAJ-PKOBYXMFSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,2,3
INBHLTYBRKASIZ-JXMROGBWSA-N,O=C(C=Cc1ccccc1)Nc1ccccc1,2,3
INCHZNJQYBISFT-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cccnc2)n1,2,3
INKFVRPSMUPBSU-GXSJLCMTSA-N,c1cc(CC2CCCCC2)cs1,2,4
INRPAICZXVSURJ-UKRRQHHQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,2,0
IOISVRUOQIOJLG-IPVJXJPOSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,2,2
IORSMGCJYPRZSZ-CSODHUTKSA-N,O=c1c2cccc(=O)n2ccn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,3
IPESIZNXIXXPJK-UHFFFAOYSA-N,O=C(Cc1ccccc1)NCC(Cc1ccccc1)N1CCCCC1,2,0
IPJMGIPUWRMURN-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,2,4
IPTVTUDAXHBJAB-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3s2)n1,2,4
IPVHYPMVJBBJGY-ZIAGYGMSSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CCC(c3ccccc3)C2)no1,2,1
IPVJLUUYKAZERW-IERDGZPVSA-N,O=C(NCc1cc(-c2ccccc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,2,1
IQOCOSWVNOLOJW-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCc1cc(N2CCCCC2)ncn1,2,2
IQZWGMBQRDGLEH-DZFIZOCASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(C5CC5)c4)CC32)no1,2,3
IRJZNJUTQUOZGW-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,2,2
IRVXOONVSOVGPT-RYRKJORJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,3
IRXCYACJROUWCS-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
ISIATOZGACZZRA-UHFFFAOYSA-N,c1ccc(Oc2nccc3[nH]ccc23)cc1,2,0
ISNWHBNGLQFCST-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccccn1,2,0
ISWKUHZARATATJ-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,2,4
ISXARGDWFYMWFH-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,2,4
IUPRZQNBHFNEGC-SJORKVTESA-N,O=C(Cc1cnn(-c2cncnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,2,2
IURHRSFVLQOGSW-GOEBONIOSA-N,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,1
IVSPLJZYCFTOCC-SUMWQHHRSA-N,O=c1c2ccncc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,3
IVVHPAHILXWBMH-SUMWQHHRSA-N,O=c1c2c(cnn1Cc1nc(C3COC(c4ccccc4)C3)no1)CNCC2,2,0
IWBGPXPPPXQFFJ-NQZBTDCJSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
IWGBQLFSWSPCBF-SMDDNHRTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
IWSOJDYXNTZUGK-NVXWUHKLSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,2,3
IWTIXSBYEURJEK-FMIVXFBMSA-N,O=c1c2cccnc2ncn1Cc1noc(C=Cc2ccccc2)n1,2,3
IXARYBWPLJADQF-LBPRGKRZSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,2,1
IXKKQNMDGPZGKV-WCQYABFASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
IYMRWKNCZYWXPC-URXFXBBRSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,2,0
IYPSSQMPIVZFBK-FQEVSTJZSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCCN1S(=O)(=O)c1ccccc1,2,0
IYXIXNIKYCFBDN-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,2,0
IZLFWDRMGMPZOG-UOXRKKOCSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
JBIXZNRRVYTXMJ-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,2,4
JBYPWLUUGPQYAS-QFBILLFUSA-N,O=c1c2[nH]c(NCc3ccccn3)nc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
JCFSCBLSEONLAZ-SWLSCSKDSA-N,O=c1c2[nH]nnc2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,3
JCGBVACYAGHPAM-STQMWFEESA-N,c1ccc(C2CCCCC2)cc1,2,2
JCHJBCPFIWXKDB-QLPKVWCKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,0
JCPXMGFJZJLKIN-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,2,4
JCWLFTBWOABNHA-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,2,1
JEPYVPCCTJDATH-UHFFFAOYSA-N,O=C(Cc1nsc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,2,2
JEZYRPUMEHJVEN-UHFFFAOYSA-N,c1ccccc1,2,1
JFAQOFLDBXAXAQ-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccncc1,2,0
JFBNNBIUJWKGPM-QGZVFWFLSA-N,O=S(=O)(c1ccccc1)N1CCCC1c1ccccc1,2,3
JFLCWGRYMUUJRW-YKSBVNFPSA-N,O=C(NCc1cc(-c2ccc(C3CC3)cc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,2,2
JGBBKLTUEVDXPM-UHFFFAOYSA-N,O=C(NC(C(=O)c1ccccc1)C1CC1)c1ccccc1,2,2
JGFBRLGZGJYISU-NSHDSACASA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccc3c(c2)OCO3)no1,2,2
JGPICCTXSJGRDH-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,2,2
JHGDJTAYURVRBX-UHFFFAOYSA-N,O=C(NCc1ccc2nsnc2c1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,2,2
JHXOWAOGHMUCFO-IDLMPWNNSA-N,O=C(NCc1cc(C2=CCCCC2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,2,1
JJIYFRHWAJSTRT-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,2,4
JJOTYXMTNZIMSZ-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1cccs1,2,3
JJWIAVUKFHESIC-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1cc[nH]n1)NCc1cccc(-c2ccccc2)c1,2,4
JJXVVDMOIHAKHG-UGKGYDQZSA-N,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
JKNJVPGBUGINLQ-LZLYRXPVSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,3
JKNJVPGBUGINLQ-RYRKJORJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,3
JKROEASKFSYUDV-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,2,2
JKSIUQSXQUJUQN-LBPRGKRZSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2ccccc2)n1,2,1
JKWXDKUVOQCWGK-NSHDSACASA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,2,1
JLRDFDIVWVIADD-LSDHHAIUSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
JMPQCPPXHXSEIC-XJKSGUPXSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,1
JNDWMJRPGXBLSS-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,0
JNFFYUYSPBYAOR-KNQAVFIVSA-N,O=C(NCc1cccc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
JNKBSIPJIAHQTP-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,2,1
JNKBSIPJIAHQTP-WWGRRREGSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,2,1
JOMJJSVRLDEKPU-JYAVWHMHSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccncc4)CC32)no1,2,0
JOVMFRRSFHVPLP-CTYIDZIISA-N,O=c1ccc2ncn(Cc3nn(C4CC(c5ccccc5)C4)c(=O)o3)c(=O)c2[nH]1,2,4
JROSFXIRTRVADR-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,2,4
JSZBSUKOUVVBGY-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,2,3
JTICAAYOYZCRBJ-MCBXIFIFSA-N,O=c1ccc2ncn(Cc3nc(C4C5CN(c6ccccn6)CC54)no3)c(=O)c2[nH]1,2,0
JTULPMHYGMMBHH-QMMMGPOBSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2cccs2)n1,2,3
JUEWLMSRGBZOJK-AOIWGVFYSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,2
JUEWLMSRGBZOJK-YQVWRLOYSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,2
JUUGPJIRMPHSLY-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,2,0
JVXGITYCCXGECN-UHFFFAOYSA-N,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,2,4
JWEUHOBGYUINRR-RBZFPXEDSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC3(Cc4ccccc43)C2)no1,2,1
JWKCOLSRXWLOLP-GLJUWKHASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5scnc5c4)CC32)no1,2,3
JWKCOLSRXWLOLP-PMUMKWKESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5scnc5c4)CC32)no1,2,3
JWNCZSYHJIVUEU-GUXCAODWSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,2
JWNGUBDEKMTXIP-NHAGDIPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,2,2
JWRZFUGWLNUYGD-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,2,4
JWYKVNCEXVVNTP-UHFFFAOYSA-N,c1ccc(NC2CCCCC2)cc1,2,2
JYCCDTYCMUOGBQ-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,2,3
JYHBGHGDNGBHLR-LBPRGKRZSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,2,0
JYMGYVCGGDSUSP-IPVJXJPOSA-N,O=c1c2cccc(=O)n2ccn1Cc1nc(C2CC(c3ccccc3)C2)no1,2,0
JYQQTCCLMQYYSB-RYRKJORJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,2,3
JYTFGJCBRILOIU-LBPRGKRZSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CC2CCc3ccccc32)c(=O)o1,2,2
JYVPQGZHLMFNTN-UHFFFAOYSA-N,c1ccncc1,2,3
JZBLZBUYBKFIGJ-CCKFTAQKSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,2,2
JZBLZBUYBKFIGJ-GDIGMMSISA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,2,2
JZXXBEFFCKCRCF-IGOJGBNBSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,1
KAVXLDFMUNWDLX-GCJKJVERSA-N,O=C(NCc1ccnc(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,2
KBDWUWKNXJLWES-LLVKDONJSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,2,1
KBDWUWKNXJLWES-NSHDSACASA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,2,1
KBGYHCULXCGUTB-YEORSEQZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,2,0
KBJLJHMMMFHLOW-SMDDNHRTSA-N,O=c1c2[nH]nnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,0
KBZMFUUCCJSHOG-XLIONFOSSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,2,4
KCBWYEIWBIVYQK-UHFFFAOYSA-N,O=c1c2cncn2ncn1Cc1nc(CCc2ccccc2)no1,2,0
KCBYJLXRAIWJKQ-MSOLQXFVSA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,2,3
KCBYJLXRAIWJKQ-QNSVNVJESA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCC1S(=O)(=O)c1ccccc1,2,3
KDJIYOOVUNTKAJ-FUHWJXTLSA-N,O=c1c2cnc(N3CCNCC3)n2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,2
KDLVKFCBCTXDOW-SWKFRHMKSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,2,4
KDMQTXGHOYJLOQ-NZQKXSOJSA-N,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,2,0
KDXRBPDHOHGHLI-GXFFZTMASA-N,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,1
KEABNWALVFPWDZ-ZDUSSCGKSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,2,4
KEQCKEFNTDXKBN-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)c1ccccc1,2,2
KFLJBILIWFLJMW-SWLSCSKDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2,1
KFPIBSJOVPWQQT-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,2,3
KFZGTVWNSIPNCQ-NRFANRHFSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2cnccc2o1,2,2
KGDYRCIWRHRFPK-OWOJBTEDSA-N,C(=Cc1ccccc1)c1ccccc1,2,2
KGRANTXTMXDAIF-VYKXQCJSSA-N,C(=CCCC1CCCOO1)CCC1=CCCCC1,2,0
KGVMCKSYBGNOLM-IVMQYODDSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccc(N3CC4CC4C3)nc2)n1,2,3
KGZSYEIVIHQFAV-UHFFFAOYSA-N,O=C(Cc1nsc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,2,2
KHBHURZBJBAUPN-MBBMFPOLSA-N,c1ccccc1,2,1
KHBHURZBJBAUPN-MZRBSKCNSA-N,c1ccccc1,2,1
KHCMGMZHKZFVBB-KRWDZBQOSA-N,O=C(NCc1ccccc1)C1CCCN1S(=O)(=O)c1ccccc1,2,1
KHIPZNLPSJMFRQ-MNZLEMJZSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,2,2
KHKAWXWOIAMQMU-MOPGFXCFSA-N,O=C(Cc1cn(-c2cncnc2)nc1C1CC1)NC1CCC1S(=O)(=O)c1ccccc1,2,2
