inchikey,scaffold,representation,algorithm,partition,fold,y_true,y_pred,absolute_error
UAFOQTDIOJYBAK-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,Morgan-2048,XGB,2,1,7.77,7.870264530181885,0.10026453018188519
UATUZHBLNDHYJN-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,Morgan-2048,XGB,2,1,5.96,6.22102689743042,0.26102689743041996
UEHUSIYUKHFKRV-PXNSSMCTSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.66,7.04154634475708,0.6184536552429201
UFPYGNKXLRNGEZ-LBPRGKRZSA-N,O=c1c2ccsc2ncn1Cc1nc(CCc2cc3ccccc3o2)no1,Morgan-2048,XGB,2,1,7.72,7.557263374328613,0.16273662567138647
UHFTVWYXWVHSRU-DEOSSOPVSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)n(C2CCOCC2)c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,2,1,6.85,7.274707317352295,0.4247073173522953
UJNIKPJDCKJXCL-SMDDNHRTSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,8.115,7.5551228523254395,0.5598771476745608
ULJYMNHMDLMTMC-JXMROGBWSA-N,O=C(C=Cc1ccccc1)Nc1ccccc1,Morgan-2048,XGB,2,1,5.025,4.541815280914307,0.4831847190856937
ULPYOGCEDACOBS-XXBNENTESA-N,O=C(NCc1cc(-c2ccccc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.64,6.935879707336426,0.7041202926635739
UMPKQOIERIFEBI-XLIONFOSSA-N,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.26,7.622182369232178,0.36218236923217795
UNUFMVKHNXLXDY-JTQLQIEISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cncnc2)n1,Morgan-2048,XGB,2,1,7.8,7.795263767242432,0.004736232757568182
URFSQYMVDMFPDP-VQFNDLOPSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,1,6.53,7.298426151275635,0.7684261512756345
UVBNFRHQCIVIHZ-UHFFFAOYSA-N,O=C(Nc1cccc(NCCc2ccccc2)c1)c1cccs1,Morgan-2048,XGB,2,1,5.41,6.095203876495361,0.6852038764953612
UVSNLHFJAUUNSA-UHFFFAOYSA-N,c1ccc(Oc2ncnc3ccccc23)cc1,Morgan-2048,XGB,2,1,5.92,5.941898822784424,0.0218988227844239
UXBMNEVNXIVWQJ-UKRRQHHQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,2,1,7.12,7.352038860321045,0.23203886032104482
UYKCJYVCQPMHNT-HWWDLCQESA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5[nH]ncc5c4)CC32)no1,Morgan-2048,XGB,2,1,6.85,7.26506233215332,0.41506233215332067
VBECZLUYZDGVPW-UHFFFAOYSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.42,7.376743316650391,0.043256683349609304
VDCOJMKBACDIHW-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,Morgan-2048,XGB,2,1,6.58,6.0548624992370605,0.5251375007629395
VHMBOLLMTSJADJ-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,Morgan-2048,XGB,2,1,7.48,7.546329021453857,0.066329021453857
VHUHAUBXPXCHGU-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,7.36,7.276583671569824,0.0834163284301761
VIKBLYZHPHWKGJ-CVEARBPZSA-N,O=C(NCc1cnn(-c2cncnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,6.79,7.1885881423950195,0.3985881423950195
VILMMYYNTBYFJR-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,Morgan-2048,XGB,2,1,6.485,6.975093364715576,0.49009336471557585
VKKOCICLFSXEBL-ATCWAGBWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,1,8.01,7.356394290924072,0.6536057090759275
VLDNGTWOASGEFF-MNZLEMJZSA-N,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,1,6.98,7.13107967376709,0.15107967376708942
VMAXALUQDNFBND-WOSRLPQWSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,Morgan-2048,XGB,2,1,7.02,6.91485071182251,0.10514928817748981
VPEVJZHGWCCMBL-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,Morgan-2048,XGB,2,1,4.69,5.849719524383545,1.1597195243835445
VPYNPZTUFWXLRA-BEFAXECRSA-N,O=C(NCc1ccnc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,6.54,7.1150312423706055,0.5750312423706054
VSBSCGNEPYTOEU-MRXNPFEDSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccc3ccccc3c2)c(=O)o1,Morgan-2048,XGB,2,1,6.48,7.823276042938232,1.343276042938232
VSNLJSZHSKJANJ-SWLSCSKDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,8.135,8.026939392089844,0.10806060791015604
VSTBRXGRZBGLGG-CVEARBPZSA-N,O=C(Cc1cnn(-c2cncnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.39,7.334125518798828,0.055874481201171555
VVCPLJSSXGMPAM-JTQLQIEISA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cccnc2)n1,Morgan-2048,XGB,2,1,6.66,7.486108303070068,0.8261083030700682
VXQZDEWJIDRLFT-FHERZECASA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,1,7.7,8.120083808898926,0.4200838088989256
VYLZSBLGYLCVCW-UHFFFAOYSA-N,c1ccc(CCN2CCCCC2)cc1,Morgan-2048,XGB,2,1,7.04,6.599692344665527,0.4403076553344727
VZODASFOEMYPIW-ZLPCBKJTSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,1,8.4,8.295652389526367,0.10434761047363317
WDMXXUBLSSBLHB-XLIONFOSSA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.64,7.364705562591553,0.27529443740844695
WFRBOQVBZZCYFX-AWEZNQCLSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,Morgan-2048,XGB,2,1,8.52,8.50224781036377,0.017752189636230042
WJDFEEOHLQQEHJ-MNZLEMJZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc(-c5cnco5)cc4)CC32)no1,Morgan-2048,XGB,2,1,7.105,7.4909515380859375,0.3859515380859371
WJZXCEKQIHMNMF-QAQDUYKDSA-N,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,2,1,8.59,7.697531700134277,0.8924682998657225
WKEGRPVOXGQXBX-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(CCc2ccccc2)no1,Morgan-2048,XGB,2,1,7.33,6.9986114501953125,0.33138854980468757
WKUPALPZCCQPCO-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,7.54,7.630101203918457,0.090101203918457
WPNNDKHQYVORDG-UHFFFAOYSA-N,c1ccc(-c2ccc3[nH]ncc3c2)cc1,Morgan-2048,XGB,2,1,5.91,5.612264156341553,0.2977358436584474
WRDLKTQRPOZITC-QWPOMPHKSA-N,c1ccccc1,Morgan-2048,XGB,2,1,6.24,5.28463077545166,0.9553692245483401
WRJCSDBKLNHRAA-UKRRQHHQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,2,1,8.08,7.368332386016846,0.7116676139831544
WVSRIYBLNXSMHQ-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1C2CCCC1CC2)C1(c2ccccc2)CCCC1,Morgan-2048,XGB,2,1,6.08,7.189002513885498,1.109002513885498
WXHSFVIZINIMIS-LAQFHYBYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ncoc5c4)CC32)no1,Morgan-2048,XGB,2,1,7.484999999999999,7.47723913192749,0.007760868072509197
WZFVQGWXJBTVEA-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,8.38,8.234780311584473,0.14521968841552813
XAUSPLMRLISGMX-DZGCQCFKSA-N,c1ccc(CC2CCCCC2)cc1,Morgan-2048,XGB,2,1,7.460000000000001,6.482392311096191,0.9776076889038094
XCZHKBOHEHELPS-NHAGDIPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,Morgan-2048,XGB,2,1,6.11,7.060806751251221,0.9508067512512204
XEAVDNWRYBZHOZ-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,8.19,7.793857097625732,0.3961429023742671
XFZJKVPNNLXVDR-IGEOTXOUSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,1,8.52,8.142667770385742,0.3773322296142574
XGTQXOATUIFTGC-YOEHRIQHSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CCCC3)nc2)n1,Morgan-2048,XGB,2,1,8.4,8.52104377746582,0.12104377746581996
XIHLXICJADAAMG-UHFFFAOYSA-N,c1ccc(-c2n[nH]c3cccnc23)cc1,Morgan-2048,XGB,2,1,6.59,6.672373294830322,0.08237329483032241
XLGLEMZUTPMKLM-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,Morgan-2048,XGB,2,1,7.38,7.241613388061523,0.13838661193847646
XOFOPCOUHWLPJL-UHFFFAOYSA-N,c1ccccc1,Morgan-2048,XGB,2,1,5.800000000000001,5.388582229614258,0.4114177703857429
XPKLLDXUIOXSSE-XGNXJENSSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,1,8.7,8.512166023254395,0.18783397674560476
XPZXRJASCMUGQL-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,Morgan-2048,XGB,2,1,9.0,8.555307388305664,0.44469261169433594
XQVDMHKTSFSEMQ-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,2,1,6.56,6.499098777770996,0.060901222229003515
XRWIKIYEWODHPQ-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,7.32,7.378587245941162,0.058587245941161825
XSCCGKSIBNQWIP-UZLBHIALSA-N,O=C(NCc1ccnc(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.47,7.589457035064697,0.11945703506469751
XSFCKBIGLBUTHE-QWHZDKJVSA-N,O=c1ccc2ncn(Cc3nc(C4C5CN(c6ccccc6)CC54)no3)c(=O)c2[nH]1,Morgan-2048,XGB,2,1,8.4,7.400469779968262,0.9995302200317386
XSOWZVIQZNTLGC-HALDLXJZSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,Morgan-2048,XGB,2,1,6.8,7.343981742858887,0.5439817428588869
XSVRNWKQZYOFRS-IPVJXJPOSA-N,O=c1c2ccncc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,7.64,7.67726993560791,0.037269935607910476
XWVQRBZZRNONCK-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccc3ccccc3c2)c(=O)o1,Morgan-2048,XGB,2,1,7.39,7.264540195465088,0.1254598045349118
XWWPJKNCWPEFJS-SQGPQFPESA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,1,7.85,7.702293872833252,0.1477061271667477
XYLQLKFUIGUGMF-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,8.67,8.31706714630127,0.3529328536987304
YDBYOXUORMOOBQ-UHFFFAOYSA-N,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,7.9,8.13964557647705,0.23964557647705043
YDXYNXLPDIGXAM-DZGCQCFKSA-N,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,8.4,8.311702728271484,0.08829727172851598
YGJKAILDLPIFCZ-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,7.1,7.441576957702637,0.3415769577026371
YGOMVEIEVIZJFF-JKSUJKDBSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,7.265000000000001,8.185929298400879,0.9209292984008783
YJGBPDRSVXCGGG-DZGCQCFKSA-N,O=c1c2ccnn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,8.435,8.003849983215332,0.43115001678466847
YLWILSVEXGUUFP-UHFFFAOYSA-N,O=c1c2ccnnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,2,1,7.31,7.251128673553467,0.05887132644653281
YMZSYLUBFOARLT-UHFFFAOYSA-N,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1ccn(-c2ccccc2)n1,Morgan-2048,XGB,2,1,7.26,7.296489715576172,0.03648971557617209
YRFKNZJDKYZGGS-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1csc(-c2ccccc2)n1,Morgan-2048,XGB,2,1,7.85,7.451869010925293,0.3981309890747067
YTXJELCYXHBTEZ-LBAQZLPGSA-N,O=C1NC(=O)C(c2cccnc2)C=C1CNC(=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,2,1,7.52,6.902015686035156,0.6179843139648433
YUDTVULXQVYYNC-FOLVSLTJSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,1,7.3,7.24770450592041,0.052295494079589666
YUJMTTVCSDSBRX-ZDUSSCGKSA-N,O=c1c2ccoc2ncn1Cc1nnn(CCc2ccccc2)n1,Morgan-2048,XGB,2,1,7.62,7.601012229919434,0.018987770080566513
ZKGVGSMPJCRCOI-OFNKIYASSA-N,O=C(NCc1ccnc(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,8.15,7.632047176361084,0.5179528236389164
ZKPBQRHUFMIQCM-ZLPCBKJTSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,1,8.4,8.842466354370117,0.44246635437011683
ZLQWHYXILIRZJA-NILFDRSVSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3Cc4ccccc4C32)no1,Morgan-2048,XGB,2,1,7.44,7.082121849060059,0.3578781509399418
ZMFNOHRIULKSCC-UHFFFAOYSA-N,c1ccc(Nc2n[nH]c3ccccc23)cc1,Morgan-2048,XGB,2,1,7.28,6.523264408111572,0.756735591888428
ZNOZSVVROSWSRZ-WMLDXEAASA-N,O=c1c2cccc(=O)n2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,1,8.295,8.016536712646484,0.27846328735351555
ZPYIDLJKUISUIE-BEFAXECRSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,1,7.01,6.969738960266113,0.040261039733886506
ZQDXHKPYPKVBFP-DOMZBBRYSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1cccs1,Morgan-2048,XGB,2,1,7.57,7.001531600952148,0.5684683990478518
ZQPFWJOHVAEPBW-UHFFFAOYSA-N,O=C(Cc1ccnc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,Morgan-2048,XGB,2,1,8.16,8.263419151306152,0.1034191513061522
ZRVTVXBVIYQWKR-UHFFFAOYSA-N,O=c1c2cccnc2ncn1Cc1nc(C2Cc3ccccc3C2)no1,Morgan-2048,XGB,2,1,6.28,7.350269794464111,1.070269794464111
ZTARYRCURIRMNQ-RUYXUALKSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc(-c5cn[nH]c5)cc4)CC32)no1,Morgan-2048,XGB,2,1,7.02,7.321174621582031,0.3011746215820317
ZWTQJRZNKIYIOA-VIKVFOODSA-N,O=c1c2[nH]cnc2cnn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,Morgan-2048,XGB,2,1,6.67,6.929187297821045,0.259187297821045
ZXZGHARNRVRJPP-MQMHXKEQSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(Oc3ccccc3)C2)c(=O)o1,Morgan-2048,XGB,2,1,7.75,7.394454479217529,0.3555455207824707
ZZJVCNLMLHLBLE-KXTWHKPSSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5ccncc5)c4)CC32)no1,Morgan-2048,XGB,2,1,7.175,6.748769283294678,0.4262307167053221
AADNQPJZRQAMOD-OOHWJJMZSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,2,9.0,8.755075454711914,0.24492454528808594
AAOJDMVYFBSKFT-UHFFFAOYSA-N,c1ccc(-c2cn3ccccc3n2)cc1,Morgan-2048,XGB,2,2,5.67,5.890988826751709,0.22098882675170906
AFCFNPKLZQLKPK-APWZRJJASA-N,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,2,7.605,7.503013610839844,0.10198638916015668
AGKMZNQCTOWDFF-ZDUSSCGKSA-N,O=C1NCCc2c1sc1ncn(Cc3nc(CCc4ccccc4)no3)c(=O)c21,Morgan-2048,XGB,2,2,8.05,7.790162563323975,0.2598374366760261
AHJAJTHWNBFJBF-YCPHGPKFSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,2,7.95,7.715899467468262,0.23410053253173846
AIXGIOZVDSOSEU-HWWDLCQESA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,2,8.19,7.920049667358398,0.26995033264160107
ALDVAWDTIJSMNO-ZDHWLGKOSA-N,c1ccccc1,Morgan-2048,XGB,2,2,5.1,5.870984077453613,0.7709840774536136
ALEGZXFLOSZQFJ-OIPGSKEASA-N,c1ccccc1,Morgan-2048,XGB,2,2,5.36,5.882229804992676,0.5222298049926755
AMABIFVVCZYKIM-WCQYABFASA-N,O=c1c2[nH]nnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,2,8.295,7.624307632446289,0.6706923675537109
ANDQZSDRMVJBQS-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,Morgan-2048,XGB,2,2,7.77,7.974771976470947,0.2047719764709477
ANNUHVXNCFVLIP-GXTWGEPZSA-N,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,2,7.48,8.722559928894043,1.2425599288940425
APLQHKFABMHWHP-UHFFFAOYSA-N,O=C(NCSc1ccccc1)c1ccccc1,Morgan-2048,XGB,2,2,7.29,7.144192218780518,0.14580778121948246
ASHUQWDHMIZJFH-UHFFFAOYSA-N,O=C(Nc1cccc(NCc2ccccc2)c1)c1cccs1,Morgan-2048,XGB,2,2,5.54,5.680948257446289,0.14094825744628903
AUHAKZCDXJXNIS-WCQYABFASA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,2,7.31,7.593625068664551,0.28362506866455117
AWDCUIDEVZIBKR-UHFFFAOYSA-N,O=C(Cn1cnc2ccccc2c1=O)NCCc1ccccc1,Morgan-2048,XGB,2,2,6.1,6.4941301345825195,0.3941301345825199
AYPZAZPOYROADP-ZHACJKMWSA-N,C(=Cc1ccccc1)c1ccccc1,Morgan-2048,XGB,2,2,5.77,5.490693092346191,0.27930690765380817
BBFDPQFELBFLCW-GXTWGEPZSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccc4ncsc4c3)C2)no1,Morgan-2048,XGB,2,2,6.949999999999999,7.731897354125977,0.7818973541259773
BDMMXSHQKHUFKQ-GOSISDBHSA-N,O=C(c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1)N1CCC(Oc2ccccc2)C1,Morgan-2048,XGB,2,2,7.0,6.605151653289795,0.3948483467102051
BELXXIWFEWPMCV-UOIKSKOESA-N,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4ccncc4)CC32)no1,Morgan-2048,XGB,2,2,7.31,7.847168445587158,0.5371684455871586
BGQSZBPWPOXQTF-UHFFFAOYSA-N,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,Morgan-2048,XGB,2,2,5.75,5.641161918640137,0.10883808135986328
BGXHQWBKFTYLMO-UHFFFAOYSA-N,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,Morgan-2048,XGB,2,2,6.88,6.399958610534668,0.4800413894653319
BIUMIQOEJSJTAM-QFIPXVFZSA-N,O=C(NCc1cc(-c2cccnc2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,2,2,7.51,7.280727863311768,0.2292721366882322
BKDSPECIAKYFPT-XJKSGUPXSA-N,O=c1c2ccncc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,2,6.935,7.651215076446533,0.7162150764465336
BKTFMVDMGYGHGU-UHFFFAOYSA-N,O=C(NCc1cc(-c2cccnc2)ncn1)C1C2CCC(C2)N1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,2,7.28,6.537326812744141,0.7426731872558596
BONDEBJDVZGSIK-UHFFFAOYSA-N,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCCCC2)n1,Morgan-2048,XGB,2,2,7.58,7.085394859313965,0.4946051406860352
BPKDWFGRTCABEJ-FQEVSTJZSA-N,O=C(CNS(=O)(=O)c1ccccc1)NCC1CN(c2ccccc2)CCO1,Morgan-2048,XGB,2,2,6.82,6.2740159034729,0.5459840965270999
BPLFISJMISZSMT-GXTWGEPZSA-N,O=c1[nH]c(=O)c2c(ncn2Cc2nc(C3COC(c4ccccc4)C3)no2)[nH]1,Morgan-2048,XGB,2,2,7.265000000000001,7.48838996887207,0.22338996887206974
BUIYVEPGAGPGLB-CTYIDZIISA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,Morgan-2048,XGB,2,2,7.09,7.322023391723633,0.23202339172363295
BUQGXZUGSBDOIZ-QFIPXVFZSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,2,2,8.14,7.558087348937988,0.5819126510620123
BUYFCKGCSXZWDP-MNZLEMJZSA-N,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,Morgan-2048,XGB,2,2,7.41,7.423181056976318,0.013181056976318217
BUZFDVGJMBLEGQ-UHFFFAOYSA-N,c1ccc(CC2CCCCC2)cc1,Morgan-2048,XGB,2,2,6.12,6.053942680358887,0.06605731964111339
BWJKJXASLSRQNM-HDJSIYSDSA-N,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,2,7.31,7.1504621505737305,0.15953784942626914
BXAPLRVODFEIFT-AWEZNQCLSA-N,O=C1NCCc2c1sc1ncn(Cc3nnn(CCc4ccccc4)n3)c(=O)c21,Morgan-2048,XGB,2,2,7.8,7.551321029663086,0.24867897033691388
BXVDTIPLGIPGFG-WCQYABFASA-N,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1nc(C2COC(c3ccccc3)C2)no1,Morgan-2048,XGB,2,2,7.07,7.50181770324707,0.43181770324707003
CCDZVVJMCCIMJK-NRFANRHFSA-N,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,Morgan-2048,XGB,2,2,7.34,7.7228593826293945,0.3828593826293947
CCUWLJJJTXPUCI-HIFPTAJRSA-N,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,Morgan-2048,XGB,2,2,7.02,8.23620891571045,1.2162089157104496
CEHXVBLLORENHV-LAQFHYBYSA-N,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ncsc5c4)CC32)no1,Morgan-2048,XGB,2,2,7.6,7.410193920135498,0.1898060798645016
CERUYKDYVULSDG-SJORKVTESA-N,O=C(NCc1cnn(-c2cccnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,Morgan-2048,XGB,2,2,7.38,7.206871032714844,0.17312896728515614
